,title,authors,doi,publication_date,journal,abstract,conclusions,copyrights,keywords,methods,pubmed_id,results,xml,isbn,language,publication_type,publisher,publisher_location,sections
0,Uveal effusion in primary angle-closure glaucoma.,"Hiroshi Sakai, Sayo Morine-Shinjyo, Manabu Shinzato, Yoshimi Nakamura, Miyako Sakai, Shoichi Sawaguchi",10.1016/j.ophtha.2004.08.026,2005-03-05,Ophthalmology,"To determine the prevalence of uveal effusion in acute and chronic primary angle-closure glaucoma (PACG) or primary angle closure (PAC) and to compare it with the prevalence in eyes with open-angle glaucoma (OAG) or ocular hypertension.
Prospective consecutive case series.
Five hundred one eyes of 351 consecutive patients with PAC and 156 eyes of 116 randomly selected primary OAG or ocular hypertension patients. The PAC group included 40 eyes of 35 patients with acute PACG and 30 unaffected fellow eyes, 39 eyes and 35 fellow eyes with a history of acute PACG, and 357 eyes with chronic PAC.
Ultrasound biomicroscopic examination was performed to diagnose uveal effusion and to measure anterior chamber depth (ACD).
Presence of uveal effusion and ACD.
Uveal effusion was demonstrated in 23 eyes (58%) with acute PACG and 7 fellow eys (23%) (chi2 = 8.17, P = 0.0043). Among eyes with chronic PAC, uveal effusion was present in 69 [corrected](14%[corrected]), a higher prevalence than was found in open-angle patients (2 eyes [1.3%]) (chi2 = 19.3, P<0.001). In the chronic PAC group, the ACD of phakic eyes with uveal effusion (1.92+/-0.42 mm) was significantly shallower than that of phakic eyes without effusion (2.06+/-0.32 mm) (P = 0.019).
Uveal effusion diagnosed by ultrasound biomicroscopy is a special feature in PAC, and is prevalent in acute PACG. Uveal effusion in phakic eyes with PAC is associated with shallowing of ACD.",,,[],,15745767,"Uveal effusion was demonstrated in 23 eyes (58%) with acute PACG and 7 fellow eys (23%) (chi2 = 8.17, P = 0.0043). Among eyes with chronic PAC, uveal effusion was present in 69 [corrected](14%[corrected]), a higher prevalence than was found in open-angle patients (2 eyes [1.3%]) (chi2 = 19.3, P<0.001). In the chronic PAC group, the ACD of phakic eyes with uveal effusion (1.92+/-0.42 mm) was significantly shallower than that of phakic eyes without effusion (2.06+/-0.32 mm) (P = 0.019).",<Element 'PubmedArticle' at 0x000001144927FA40>,,,,,,
0,Uterine artery remodeling and reproductive performance are impaired in endothelial nitric oxide synthase-deficient mice.,"Olivier W H van der Heijden, Yvonne P G Essers, Gregorio Fazzi, Louis L H Peeters, Jo G R De Mey, Guillaume J J M van Eys",10.1095/biolreprod.104.033985,2005-01-22,Biology of reproduction,"The progressive rise in uterine blood flow during pregnancy is accompanied by outward hypertrophic remodeling of the uterine artery (UA). This process involves changes of the arterial smooth muscle cells and extracellular matrix. Acute increases in blood flow stimulate endothelial production of nitric oxide (NO). It remains to be established whether endothelial NO synthase (eNOS) is involved in pregnancy-related arterial remodeling. We tested the hypothesis that absence of eNOS results in a reduced remodeling capacity of the UA during pregnancy leading to a decline in neonatal outcome. UA of nonpregnant and pregnant wild-type (Nos3+/+) and eNOS-deficient (Nos3-/-) mice were collected and processed for standard morphometrical analyses. In addition, cross sections of UA were processed for cytological (smoothelin, smooth muscle alpha-actin) and proliferation (Ki-67) immunostaining. We compared the pregnancy-related changes longitudinally and, together with the data on pregnancy outcome, transversally by analysis of variance with Bonferroni correction. During pregnancy, the increases in radius and medial cross sectional area of Nos3-/- UA was significantly less than those of Nos3+/+ UA. Smooth muscle cell dedifferentiation and proliferation were impaired in gravid Nos3-/- mice as deduced from the lack of change in the expression of smoothelin and smooth muscle alpha-actin, and the reduced Ki-67 expression. Until 17 days of gestation, litter size did not differ between both genotypes, but at birth the number of viable newborn pups and their weights were smaller in Nos3-/- than in Nos3+/+ mice. We conclude that absence of eNOS adversely affects UA remodeling in pregnancy, which may explain the impaired pregnancy outcome observed in these mice.",,,[],,15659709,,<Element 'PubmedArticle' at 0x00000114491A2130>,,,,,,
0,Troponin I isoform expression in human and experimental atrial fibrillation.,"Victor L J L Thijssen, Jannie Ausma, Luisa Gorza, Huub M W van der Velden, Maurits A Allessie, Isabelle C Van Gelder, Marcel Borgers, Guillaume J J M van Eys",10.1161/01.CIR.0000138849.03311.C6,2004-08-04,Circulation,"Atrial fibrillation (AF) is accompanied by re-expression of fetal genes and activation of proteolytic enzymes. In this study both aspects were addressed with respect to troponin I (TnI) isoform expression.
Western blotting and real-time reverse transcription-polymerase chain reaction were used to study TnI isoform expression in patients with paroxysmal or chronic AF and in goats after 1, 2, 4, 8, and 16 weeks of AF. In addition to cardiac TnI (cTnI), low expression of slow-twitch skeletal TnI (ssTnI) protein was found in 60% of patients in sinus rhythm or paroxysmal AF and in 8% of patients with chronic AF. In adult goat atrium, ssTnI protein expression was undetectable. Calcium-dependent degradation of cTnI protein was found in 1 or 2 of 6 animals after 1 to 4 weeks of AF. Although always low, ssTnI mRNA levels were significantly higher in patients who expressed ssTnI protein than in those who did not. Relative ssTnI mRNA expression was significantly lower in patients with paroxysmal AF and chronic AF than in those in sinus rhythm. In goats there was a tendency toward higher relative levels of ssTnI at the onset of AF followed by a normalization when AF had become sustained.
Atrial re-expression of ssTnI during paroxysmal AF in patients and during the first 2 weeks of pacing-induced AF in goats does not seem to be part of the process of AF-associated cardiomyocyte dedifferentiation but seems to result from transient cardiomyocyte stress at the onset of AF.",,,[],,15289369,,<Element 'PubmedArticle' at 0x0000011449111AE0>,,,,,,
0,Aging blunts remodeling of the uterine artery during murine pregnancy.,"Olivier W H van der Heijden, Yvonne P G Essers, Lieke H J Simkens, Quirine G A Teunissen, Louis L H Peeters, Jo G R De Mey, Guillaume J J M van Eys",10.1016/j.jsgi.2004.02.004,2004-06-29,Journal of the Society for Gynecologic Investigation,"The progressive increase in uterine blood flow (UBF) during pregnancy is accommodated by morphologic changes in the uterine artery (UA) in a process defined as arterial remodeling. This process is accompanied by changes in cytoskeletal architecture of the arterial smooth muscle cells (SMCs) and surrounding extracellular matrix (ECM). Aging reduces flow-induced arterial remodeling. We studied changes in the murine UA during pregnancy and on the effects of aging on the capacity of the UA to remodel in response to pregnancy.
We determined morphologic and cytologic changes in UA from nonpregnant and pregnant mice aged 12 weeks (young) and 40 weeks (old) and correlated them with their reproductive performance.
In young mice, pregnancy induced an early increase in UA wall mass, which preceded lumen widening. These changes were not accompanied by altered densities of elastin and collagen in the ECM of the medial layer. Smooth muscle cell proliferation increased in midpregnancy and was paralleled by a transient decrease in smoothelin and smooth muscle alpha-actin expression. In old mice, these pregnancy-dependent changes in the UA wall were either absent or markedly reduced. Although by day 11 of pregnancy litter size did not differ between both age groups, the number of viable pups in old mice by day 17 of pregnancy and at birth was 25% and 60% less than in young mice.
Outward hypertrophic remodeling of the UA during pregnancy in young mice is characterized by transient phenotypic modulation and proliferation of SMCs and alterations in the composition of the ECM. In contrast, in older mice, UA remodeling is markedly reduced and accompanied with a loss of viable fetuses near term pregnancy.","Outward hypertrophic remodeling of the UA during pregnancy in young mice is characterized by transient phenotypic modulation and proliferation of SMCs and alterations in the composition of the ECM. In contrast, in older mice, UA remodeling is markedly reduced and accompanied with a loss of viable fetuses near term pregnancy.",,[],,15219884,"In young mice, pregnancy induced an early increase in UA wall mass, which preceded lumen widening. These changes were not accompanied by altered densities of elastin and collagen in the ECM of the medial layer. Smooth muscle cell proliferation increased in midpregnancy and was paralleled by a transient decrease in smoothelin and smooth muscle alpha-actin expression. In old mice, these pregnancy-dependent changes in the UA wall were either absent or markedly reduced. Although by day 11 of pregnancy litter size did not differ between both age groups, the number of viable pups in old mice by day 17 of pregnancy and at birth was 25% and 60% less than in young mice.",<Element 'PubmedArticle' at 0x00000114490CEC70>,,,,,,
0,Biochemical evidence for interaction between smoothelin and filamentous actin.,"Petra Niessen, Sophie Clément, Lionel Fontao, Christine Chaponnier, Birgit Teunissen, Sander Rensen, Guillaume van Eys, Giulio Gabbiani",10.1016/j.yexcr.2003.09.005,2004-01-15,Experimental cell research,"The two major isoforms of smoothelin (A and B) contain a calponin homology (CH) domain, colocalize with alpha-smooth muscle actin (alpha-SMA) in stress fibers and are only expressed in contractile smooth muscle cells (SMCs). Based on these findings, we hypothesized that smoothelins are involved in smooth muscle cell contraction, presumably via interaction with actin. The interaction between smoothelins and three different actin isoforms (alpha- and gamma-smooth muscle and alpha-skeletal actin [alpha-SKA]) was investigated using several in vitro assays. Smoothelin-B co-immunoprecipitated with alpha-smooth muscle actin from pig aorta extracts. In rat embryonic fibroblasts, transfected smoothelins-A and -B associated with stress fibers. In vitro dot blot assays, in which immobilized actin was overlaid with radio-labeled smoothelin, showed binding of smoothelin-A to actin filaments, but not to monomeric G-actin. A truncated smoothelin, containing the calponin homology domain, associated with stress fibers when transfected and bound to actin filaments in overlay, but to a lesser extent. ELISA results showed that the binding of smoothelin to actin has no significant isoform specificity. Our results indicate an interaction between smoothelin and actin filaments. Moreover, the calponin homology domain and its surrounding sequences appear to be sufficient to accomplish this interaction, although the presence of other domains is apparently necessary to facilitate and/or strengthen the binding to actin.",,,[],,14720516,,<Element 'PubmedArticle' at 0x0000011448FD9E50>,,,,,,
0,Cell-to-cell variability in the differentiation program of human megakaryocytes.,"Els den Dekker, Monique van Abel, Hans van der Vuurst, Guillaume J J M van Eys, Jan-Willem N Akkerman, Johan W M Heemskerk",10.1016/j.bbamcr.2003.09.004,2003-12-05,Biochimica et biophysica acta,"Differentiation of CD34(+) stem/progenitor cells into megakaryocytes is thought to be a uniform, unidirectional process, in which cells transform step by step from less differentiated precursor stages to more differentiated megakaryocytes. Here we propose the concept and present evidence based on single-cell analysis that differentiation occurs along multiple, partially asynchronous routes. In all CD34(+) cells cultured with thrombopoietin, surface appearance of glycoprotein IIIa (GPIIIa) preceded that of GPIb, indicating that the expression of these glycoproteins occurs in a timely ordered manner. Cellular F-actin content increased in parallel with GPIb expression. Only cells that expressed GPIb were polyploid, pointing to co-regulation of GPIb expression, actin cytoskeleton formation and polyploidization during megakaryocytopoiesis. On the other hand, most progenitor cells responded to thrombin but not to thromboxane A(2) analogue by rises in cytosolic [Ca(2+)](i). The appearance of thromboxane-induced responses during megakaryocytopoiesis was not strictly linked to glycoprotein expression, because cells showed responsiveness either before or after GPIb expression. The same non-strictly sequential pattern was observed for disappearance of the Ca(2+) response by prostacyclin mimetic; in some megakaryocytes it occurred before and in others after GPIb expression. Thus, megakaryocytic differentiation follows along independent routes that are either strictly sequential (GPIIIa and GPIb expression) or proceed at different velocities (Ca(2+) signal regulation).",,,[],,14654231,,<Element 'PubmedArticle' at 0x0000011448EF3B80>,,,,,,
0,Role ambiguity and athlete satisfaction.,"Mark A Eys, Albert V Carron, Steven R Bray, Mark R Beauchamp",10.1080/0264041031000071137,2003-06-13,Journal of sports sciences,"The aim of this study was to examine the relationship between athletes' perceptions of role ambiguity and satisfaction. The relationship between these multidimensional constructs was investigated at the beginning and at the end of the season, as well as from early season to end of season. Consistent with the a prioi hypothesis, concurrent analyses revealed lower perceived role ambiguity was associated with higher athlete satisfaction. Specifically, role ambiguity, as represented by the dimension Scope of Responsibilities on offence, was significantly related to the leadership facets of athlete satisfaction (i.e. ability utilization, strategy, and training/instruction) both at the beginning and at the end of the season. However, contrary to expectations, role ambiguity at the beginning of the season was not predictive of athlete satisfaction at the end of the season. The implications of the results are discussed and future research is suggested.",,,[],,12800861,,<Element 'PubmedArticle' at 0x0000011448E82270>,,,,,,
0,Adventitial myofibroblasts play no major role in neointima formation after angioplasty.,"Michael Maeng, Henrik Mertz, Søren Nielsen, Guillaume J J M van Eys, Klaus Rasmussen, Geert T Espersen",10.1080/14017430310007018,2003-05-15,Scandinavian cardiovascular journal : SCJ,"Myofibroblasts migrating from adventitia have been suggested to constitute a majority of neointimal cells after angioplasty. We sought to examine this hypothesis by use of smoothelin, which is a marker for the quiescent smooth muscle cell (SMC) phenotype while not expressed by myofibroblasts.
Balloon angioplasty was performed in left iliac arteries of 25 rabbits that were killed after 3-56 days. Arterial cross-sections were immunostained for alpha-actin (general marker), smoothelin (quiescent SMC phenotype), and Ki-67 (proliferative phenotype).
Adventitial cells became transiently actin-positive (myofibroblasts) but did not express smoothelin at any time point. In media, angioplasty induced transient proliferation and coinciding transient decrease in smoothelin expression. Neointimal cells, present 7 days after angioplasty, were initially proliferating and smoothelin-negative but changed to non-proliferating, smoothelin-positive cells after 56 days where 82 +/- 10% of cells stained positive for smoothelin. This phenotypic modulation of medial and intimal cells began in media and moved gradually towards the lumen.
At late follow-up, the majority of intimal cells are smoothelin-positive indicating that adventitial myofibroblasts play no major role for neointima formation.","At late follow-up, the majority of intimal cells are smoothelin-positive indicating that adventitial myofibroblasts play no major role for neointima formation.",,[],,12745801,"Adventitial cells became transiently actin-positive (myofibroblasts) but did not express smoothelin at any time point. In media, angioplasty induced transient proliferation and coinciding transient decrease in smoothelin expression. Neointimal cells, present 7 days after angioplasty, were initially proliferating and smoothelin-negative but changed to non-proliferating, smoothelin-positive cells after 56 days where 82 +/- 10% of cells stained positive for smoothelin. This phenotypic modulation of medial and intimal cells began in media and moved gradually towards the lumen.",<Element 'PubmedArticle' at 0x0000011448E30AE0>,,,,,,
0,Studies of human polyclonal and monoclonal antibodies binding to lupus autoantigens and cross-reactive antigens.,"A Sharma, D Isenberg, B Diamond",10.1093/rheumatology/keg161,2003-03-11,"Rheumatology (Oxford, England)","Systemic lupus erythematosus (SLE) is an autoimmune rheumatic disease serologically characterized by production of a variety of autoantibodies. Antibodies to double-stranded (ds) DNA are considered to be a diagnostic marker in SLE and their presence often correlates with active disease. The murine R4A anti-dsDNA antibody was found to cross-react with a peptide, D/EWD/EYS/G (R4A peptide), identified by analysing decapeptides selected from a peptide library. The R4A peptide inhibited binding of antibody to dsDNA and antibody deposition in kidneys in vivo. In other previous work, mice immunized with the peptide in a decapeptide form bound to a polylysine backbone, multiple antigenic peptide, were found to develop both anti-DNA and anticardiolipin antibodies.
To determine if human anti-DNA antibodies bind R4A peptide, we investigated the binding of monoclonal and polyclonal anti-dsDNA and anticardiolipin antibodies to the R4A peptide from patients with SLE.
DNA binding by four immunoglobulin (Ig) G and two IgM human monoclonal anti-DNA antibodies was inhibited by the R4A peptide. While monomeric peptide was unable to inhibit affinity-purified polyclonal anti-DNA antibodies, serum anti-DNA reactivity was inhibited by an octameric form of the peptide in 10 SLE patients.
Human anti-DNA reactivity includes the same fine specificity as that present in murine anti-DNA reactivity. Peptide binding might be a useful surrogate marker for SLE.",,,[],,12626796,"DNA binding by four immunoglobulin (Ig) G and two IgM human monoclonal anti-DNA antibodies was inhibited by the R4A peptide. While monomeric peptide was unable to inhibit affinity-purified polyclonal anti-DNA antibodies, serum anti-DNA reactivity was inhibited by an octameric form of the peptide in 10 SLE patients.",<Element 'PubmedArticle' at 0x0000011448DC9720>,,,,,,
0,Commentary: Humanity and personhood.,J van Eys,,2003-01-09,The Pharos of Alpha Omega Alpha-Honor Medical Society. Alpha Omega Alpha,,,,['Death and Euthanasia'],,12517080,,<Element 'PubmedArticle' at 0x0000011448D04950>,,,,,,
0,Expression patterns of integrins on quiescent and invasive smooth muscle cells and impact on cell locomotion.,"Rüdiger Blindt, Nicole Krott, Peter Hanrath, Jürgen vom Dahl, Guillaume van Eys, Anja-Katrin Bosserhoff",10.1006/jmcc.2002.2113,2002-12-31,Journal of molecular and cellular cardiology,"Migration and invasion of human arterial smooth muscle cells (haSMCs) are essential steps during the development of atherosclerosis, restenosis, and transplant vasculopathy. The molecular mechanisms leading to these processes are only incompletely understood. Due to their contact to the surrounding extracellular matrix, integrins have been shown to be essentially involved in cell locomotion. Therefore, the function of integrins during this process was analyzed in an in vitro model which was based on the defined quiescent and invasive phenotypes of human haSMCs induced by cell culture conditions. Flow-cytometric analysis of integrin expression between both phenotypes showed a strong upregulation of alpha 5 beta 1 (13.1x) and a modest upregulation of alpha vs beta 3 (3.4x) and alpha IIb (3.0x) in invasive haSMCs in comparison to quiescent ones. Other integrins analyzed (alpha 2, alpha 3, alpha 4, beta 1) did not show differential regulation. Functional inhibition of alpha 5 beta 1 reduced cell migration (-29%+/-8), invasion (-49%+/-16), collagen contraction (-125%), and attachment to fibronectin. Although, there was a clear discrepancy between alpha 5 beta 1 and alpha vs beta 3 expression levels, inhibition of alpha vs beta 3 (-45%+/-9) reduced haSMC invasion equally. Interestingly, alpha vs beta 3 unlike alpha 5 beta 1 blockade caused a significant stimulation of collagen contraction (+52% vs 154%) with possible implications on vascular remodeling. In conclusion, alpha 5 beta 1 blockade or combined alpha 5 beta 1/alpha v beta 3 blockade by specific antibodies or selective RGD peptides together with local drug delivery strategies could be a promising strategy for the therapy of restenotic lesions or atheromatous plaques.",,,[],,12505061,,<Element 'PubmedArticle' at 0x0000011448C5D7C0>,,,,,,
0,Expression of the smoothelin gene is mediated by alternative promoters.,"S S M Rensen, V L J L Thijssen, C J De Vries, P A Doevendans, S D Detera-Wadleigh, G J J M Van Eys",10.1016/s0008-6363(02)00491-1,2002-08-15,Cardiovascular research,"Two major isoforms of smoothelin have been reported, a 59-kDa smoothelin-A in visceral smooth muscle cells and a 110-kDa smoothelin-B in vascular smooth muscle cells. The present study was undertaken to investigate the expression of these smoothelin isoforms in different smooth muscle tissues and to determine how they are generated.
Western blotting with a new, well-defined, smoothelin antibody was used to confirm the existence of two major smoothelin isoforms. Northern blotting, RT-PCR, primer extension and 5'RACE were applied to analyse the expression of these isoforms in human and mouse. Promoter reporter assays were carried out to establish the existence of a dual promoter system governing the expression pattern of the gene.
Antibody C6G confirmed the existence of two smoothelin proteins. Northern blotting showed that in vascular tissues a larger smoothelin transcript is generated than in visceral tissue. The cDNA of this larger smoothelin-B was cloned. Computer analysis of the open reading frame suggests an alpha-helical structure of 130 amino acids at the amino terminus of smoothelin-B. The smoothelin gene was cloned and sequenced. It comprises about 25 kb and contains 21 exons. The translational start of smoothelin-B is located in exon 2, whereas transcription and translation of the previously described smoothelin-A starts inside exon 10. Smoothelin-A and -B were demonstrated to be generated by two physically separated promoters. Splice variants within the calponin homology domain at the 3' end of the gene were found for both isoforms.
Two major smoothelin isoforms are generated from a single gene by a dual promoter system in a tissue specific manner. Further variation in the smoothelin proteins is achieved by alternative splicing in the calponin homology domain.",,,[],,12176134,"Antibody C6G confirmed the existence of two smoothelin proteins. Northern blotting showed that in vascular tissues a larger smoothelin transcript is generated than in visceral tissue. The cDNA of this larger smoothelin-B was cloned. Computer analysis of the open reading frame suggests an alpha-helical structure of 130 amino acids at the amino terminus of smoothelin-B. The smoothelin gene was cloned and sequenced. It comprises about 25 kb and contains 21 exons. The translational start of smoothelin-B is located in exon 2, whereas transcription and translation of the previously described smoothelin-A starts inside exon 10. Smoothelin-A and -B were demonstrated to be generated by two physically separated promoters. Splice variants within the calponin homology domain at the 3' end of the gene were found for both isoforms.",<Element 'PubmedArticle' at 0x0000011448BF8720>,,,,,,
0,Analysis of altered gene expression during sustained atrial fibrillation in the goat.,"Victor L J L Thijssen, Huub M W van der Velden, Erwin P van Ankeren, Jannie Ausma, Maurits A Allessie, Marcel Borgers, Guillaume J J M van Eys, Habo J Jongsma",10.1016/s0008-6363(02)00260-2,2002-06-14,Cardiovascular research,"Atrial fibrillation (AF) is characterised by electrical, gap junctional and structural remodelling. However, the underlying molecular mechanisms of these phenomena are largely unknown. To get more insight into atrial remodelling at the molecular level we have analysed changes in gene expression during sustained AF in the goat.
The differential display technique (DD) was used to identify genes differentially expressed during sustained AF (13.9 +/- 5.2 weeks) as compared to sinus rhythm (SR). Dot-blot analysis was performed to confirm the altered gene expression and to establish the changes in expression after 1, 2, 4, 8 and 16 weeks of AF. Immunohistochemistry and western blotting were used to validate the DD approach and to further characterise the changed expression of the beta-myosin heavy chain gene at the protein level.
Of the approximately 125 fragments that showed changed expression levels during AF, 34 were cloned and sequenced. Twenty-one of these represented known genes involved in cardiomyocyte structure, metabolism, expression regulation, or differentiation status. The changed expression of 70% of the isolated clones could be confirmed by dot-blot analysis. In addition, time course analysis revealed different profiles of expression as well as transient re-expression of genes, e.g. the gene for hypoxia-inducible factor 1 alpha during the first week of AF. During sustained AF the frequency of cardiomyocytes expressing beta myosin heavy chain (beta MHC) increased from 21.8 +/- 2.1 to 47.9 +/- 2.5% (S.E.M.). The overall expression of MHC (alpha+beta) appeared to be down-regulated during AF.
AF is accompanied by changes in expression of proteins involved in cellular structure, metabolism, gene expression regulation and (de-)differentiation. Most alterations in expression confirm or support the hypothesis of cardiomyocyte de-differentiation. Furthermore, the results suggest a role for ischemic stress in the early response of cardiomyocytes to AF, possibly via activation of hypoxia-inducible factor 1 alpha.",,,[],,12062347,"Of the approximately 125 fragments that showed changed expression levels during AF, 34 were cloned and sequenced. Twenty-one of these represented known genes involved in cardiomyocyte structure, metabolism, expression regulation, or differentiation status. The changed expression of 70% of the isolated clones could be confirmed by dot-blot analysis. In addition, time course analysis revealed different profiles of expression as well as transient re-expression of genes, e.g. the gene for hypoxia-inducible factor 1 alpha during the first week of AF. During sustained AF the frequency of cardiomyocytes expressing beta myosin heavy chain (beta MHC) increased from 21.8 +/- 2.1 to 47.9 +/- 2.5% (S.E.M.). The overall expression of MHC (alpha+beta) appeared to be down-regulated during AF.",<Element 'PubmedArticle' at 0x0000011448A76C70>,,,,,,
0,Smooth muscle cells on the move: the battle for actin.,"Pieter A Doevendans, Guillaume van Eys",10.1016/s0008-6363(02)00395-4,2002-05-29,Cardiovascular research,,,,[],,12031695,,<Element 'PubmedArticle' at 0x0000011448A4E2C0>,,,,,,
0,Smoothelin is an indicator of reversible phenotype modulation of smooth muscle cells in balloon-injured rat carotid arteries.,"Harald Bär, P Wende, L Watson, S Denger, G van Eys, J Kreuzer, L Jahn",10.1007/s395-002-8382-z,2002-05-10,Basic research in cardiology,"Restenosis is the major obstacle interfering with a successful long-term outcome of balloon angioplasty. Neointima formation following endothelial injury is the result of phenotype modulation and proliferation of smooth muscle cells (SMC). To characterize these time-dependent changes, a rat balloon injury model of carotid artery restenosis was assessed. We applied monoclonal antibodies recognizing desmin, sm-alpha-actin and smoothelin, a novel marker specific for the differentiated phenotype of SMC. Neointima formation could be seen from day 7 after injury onwards. During early phases, the number of smoothelin-positive cells in the media was decreased compared with uninjured controls. Smoothelin staining was absent in the neointima during formation. Increased levels of smoothelin in both media and neointima were observed at days 28 and 56, correlating with a decrease in proliferation as assessed by Ki-67 antigen staining. No such changes were observed for desmin and sm-alpha-actin. Following balloon injury, SMC in both the media and the neointima underwent an early, reversible dedifferentiation, followed by proliferation. The novel SMC-specific marker protein smoothelin can be used to monitor this SMC (de)differentiation in neointima and media. These findings support the pivotal role of SMC phenotype modulation in neointima formation and restenosis.",,,[],,11998981,,<Element 'PubmedArticle' at 0x00000114489B6EF0>,,,,,,
0,Duodenal glucose increases glucose fluxes and lactose synthesis in grass silage-fed dairy cows.,"S Rigout, S Lemosquet, J E van Eys, J W Blum, H Rulquin",10.3168/jds.S0022-0302(02)74113-1,2002-04-13,Journal of dairy science,"The effect of intestinal glucose supply on whole body rate of glucose appearance (WBGRa) and mammary utilization of glucose was studied in four lactating dairy cows. Glucose (0, 443, 963 and 2398 g/d) was continuously infused in the duodenum over 14-d periods using a Latin square design. A grass silage-based diet was formulated so that treatments were isoenergetic and isonitrogenous and contained 100 and 110% of energy and protein requirements according to INRA (1989). The WBGRa was measured by the [6,6-(2)H2]glucose dilution technique, and mammary glucose balance by arteriovenous differences and blood flow measurements. Duodenal glucose infusion increased arterial glucose concentrations linearly, whereas arterial concentrations of insulin, growth hormone, and glucagon were not changed. The WBGRa increased linearly with increasing glucose loads. The increase represented 42% of the intestinal glucose supplement. Mammary blood flow dramatically increased (up to 45%) and was associated with a significant increase of arterial insulin-like growth factor-1 concentrations. Mammary gland rate of glucose disappearance ([6,6-(2)H2]glucose measurement) increased linearly, whereas net mammary balance of glucose, lactose, and milk yields increased quadratically. Net mammary balance of glucose accounted for 60% of WBGRa, except for the greatest dose (47.6%). The decrease in milk yield with 2398 g/d of glucose may be explained by an imbalance in intracellular intermediate concentrations. The milk ratio of glucose-1-phosphate to glucose-6-phosphate decreased significantly at the greatest infusion of glucose. In conclusion, exogenous glucose supply to a grass silage-based diet increased WBGRa, mammary utilization of glucose and milk synthesis.",,,[],,11949864,,<Element 'PubmedArticle' at 0x0000011448940AE0>,,,,,,
0,Team cohesion and team success in sport.,"Albert V Carron, Steven R Bray, Mark A Eys",10.1080/026404102317200828,2002-01-29,Journal of sports sciences,"The main aim of this study was to examine the relationship between task cohesiveness and team success in elite teams using composite team estimates of cohesion. A secondary aim was to determine statistically the consistency (i.e. 'groupness') present in team members' perceptions of cohesion. Elite university basketball teams (n = 18) and club soccer teams (n = 9) were assessed for cohesiveness and winning percentages. Measures were recorded towards the end of each team's competitive season. Our results indicate that cohesiveness is a shared perception, thereby providing statistical support for the use of composite team scores. Further analyses indicated a strong relationship between cohesion and success (r = 0.55-0.67). Further research using multi-level statistical techniques is recommended.",,,[],,11811568,,<Element 'PubmedArticle' at 0x00000114488F2F90>,,,,,,
0,Smoothelin expression during chicken embryogenesis: detection of an embryonic isoform.,"M C Deruiter, S S Rensen, G P Coolen, B P Hierck, M Bergwerff, W M Debie, A C Gittenberger-De Groot, G J Van Eys",10.1002/dvdy.1156,2001-08-14,Developmental dynamics : an official publication of the American Association of Anatomists,"Two isoforms of a novel smooth muscle cell (SMC) -specific cytoskeletal protein, smoothelin, have been described. In the adult chick, the 55-kDa smoothelin-A is expressed in visceral SMC, whereas the 120-kDa smoothelin-B is the major product in vascular SMC. Chicken was chosen to study smoothelin expression during embryogenesis and neonatally. Smoothelin-B was found in vascular SMC from stage 20 onward. In visceral SMC, smoothelin-B was present from stage 29 until hatching. Perinatally, a strong up-regulation of smoothelin synthesis was observed in visceral tissues, coinciding with a switch to the A-isoform. Transient smoothelin synthesis was observed in the somites and the developing heart. Western blotting revealed in these tissues a 62-kDa smoothelin isoform, designated smoothelin-C. Expression of the smoothelin isoforms seems to be strictly controlled with respect to cell type and developmental stage and may be related to the mode of contraction of the different cells.",,"Copyright 2001 Wiley-Liss, Inc.",[],,11500983,,<Element 'PubmedArticle' at 0x00000114488BDC20>,,,,,,
0,Injury induces dedifferentiation of smooth muscle cells and increased matrix-degrading metalloproteinase activity in human saphenous vein.,"J L Johnson, G J van Eys, G D Angelini, S J George",10.1161/hq0701.092106,2001-07-14,"Arteriosclerosis, thrombosis, and vascular biology","Long-term patency of human saphenous vein bypass grafts is low because of intimal thickening and superimposed atherosclerosis. Matrix-degrading metalloproteinases (MMPs) and changes in vascular smooth muscle cell (VSMC) phenotype are thought to be essential for the VSMC migration that contributes to intimal thickening. We examined VSMC phenotype and MMP activity in saphenous veins obtained before and after surgical manipulation. Surgical preparation of the veins significantly increased pro-MMP-1 expression by 2-fold and significantly reduced tissue inhibitor of MMPs (TIMP)-2 expression, whereas MMP-3 and TIMP-1 were unaffected. Furthermore, caseinolytic and gelatinolytic activities measured by in situ zymography were dramatically elevated by injury. The expression of desmin and smoothelin was significantly decreased by injury, whereas vimentin expression was significantly increased. In addition, these changes in phenotype and MMP activity were localized to a subpopulation of VSMCs, the circumferential medial VSMCs. Our data show that surgical preparative injury induces phenotypic modulation of a subpopulation of medial VSMCs to a synthetic phenotype and increases MMP activity. This may favor matrix degradation, VSMC migration, and the subsequent intimal thickening that leads to graft failure.",,,[],,11451743,,<Element 'PubmedArticle' at 0x000001144889B040>,,,,,,
