,Unnamed: 0,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
239,239,O,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
240,240,P,0.474090103,0.474090103,,,,,,,,,,,,,,,,,,,,,,0.474090103,,,,,,,
241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,242,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,,,,
244,244,5,1,5039,14.01,17.43,17.41,63.4,63.4,17.82,17.8,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/19/23 15:08,,,,,,,,,,,,,,,
245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
248,248,5,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
249,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,250,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
252,252,A,-0.2131211552017121,-0.20962460423730386,-0.22594184207120907,-0.24983494032799883,-0.24925218183393077,-0.21079012122543994,-0.20379701929662344,-0.20554529477882755,-0.19447288339153473,-0.2061280532728956,-0.20845908724916778,-0.23351770249409362,-0.20496253628475952,-0.2416763214110462,-0.2183659816483245,-0.25100045731613485,-0.2480866648457947,-0.2183659816483245,-0.19680391736780692,-0.2375970119525699,-0.24983494032799883,-0.2306039100237534,-0.33025561250938873,3.863857269298316,,,P13,Hexetidine,,,
253,253,B,-0.21253839670764407,-0.2008832268262832,-0.1927246079093306,-0.24342459689325036,-0.22535908357714102,-0.211372879719508,-0.19097633242712647,-0.20146598532035126,-0.18398323049830997,-0.19680391736780692,-0.1816521965220378,-0.23118666851782146,-0.1927246079093306,-0.20204874381441928,-0.18456598899237803,-0.19622115887373887,-0.23701425345850186,-0.19680391736780692,-0.19330736640339866,-0.18864529845085432,-0.2626556271974958,-0.21778322315425644,-0.3273418200390485,4.168639961695902,,,J15,Alexidine,,,
254,254,C,-0.21778322315425644,-0.23293494400002557,-0.24109356291697814,-0.22361080809493689,-0.18864529845085432,-0.1828177135101739,-0.18223495501610582,-0.20671081176696363,-0.2574108007508834,-0.16883150965254087,-0.19680391736780692,-0.23410046098816167,-0.18514874748644605,-0.22477632508307296,-0.20554529477882755,-0.18689702296865018,-0.24225907990511425,-0.20437977779069147,-0.18922805694492237,-0.2364314949644338,-0.2556625252686792,-0.21253839670764407,-0.3238452690746403,4.105702044336553,,,E15,Cetrimonium,,,
255,255,D,-0.2195314986364606,-0.2078763287550997,-0.20729357026103168,-0.24575563086952254,-0.19680391736780692,-0.1804866795339017,-0.1874797814627182,-0.21661770616612036,-0.1991349513440791,-0.1874797814627182,-0.18223495501610582,-0.16824875115847282,-0.2364314949644338,-0.22769011755341317,-0.17699012856949345,-0.22885563454154928,-0.24925218183393077,-0.18514874748644605,-0.1898108154389904,-0.2195314986364606,-0.2090418457432358,-0.20729357026103168,-0.32151423509836813,4.177964097600991,,,,,,,
256,256,E,-0.22827287604748123,-0.18398323049830997,-0.17524185308728932,-0.2306039100237534,-0.19214184941526255,-0.18340047200424195,-0.17349357760508521,-0.22011425713052862,-0.1927246079093306,0.0765098163501052,-0.15426254730083977,-0.18223495501610582,-0.21894874014239257,-0.1746590945932213,-0.2760590725610607,-0.16650047567626866,-0.18864529845085432,-0.18631426447458213,-0.2172004646601884,-0.1991349513440791,-0.2620728687034277,-0.21894874014239257,-0.32675906154498047,4.5037260957850265,,,,,,,
257,257,F,-0.22477632508307296,-0.2078763287550997,-0.17873840405169758,-0.22186253261273275,-0.16183840772372432,-0.17407633609915324,-0.18456598899237803,-0.2265246005652771,-0.17057978513474498,-0.17291081911101716,-0.19971770983814713,-0.1898108154389904,-0.2078763287550997,-0.16183840772372432,-0.16183840772372432,-0.18864529845085432,-0.15950737374745216,-0.17873840405169758,-0.16009013224152022,-0.1991349513440791,-0.19214184941526255,-0.22419356658900494,-0.3285073370271846,4.441370936919746,,,,,,,
258,258,G,-0.21894874014239257,-0.2061280532728956,-0.18398323049830997,-0.21661770616612036,-0.1694142681466089,-0.17524185308728932,-0.1874797814627182,-0.21778322315425644,-0.1764073700754254,-0.1950556418856028,-0.16883150965254087,-0.1828177135101739,-0.1938901248974667,-0.17116254362881303,-0.17057978513474498,-0.17174530212288106,-0.18398323049830997,-0.18514874748644605,-0.20379701929662344,-0.17873840405169758,-0.19330736640339866,-0.23293494400002557,-0.3273418200390485,4.458853691741788,,,,,,,
259,259,H,-0.22594184207120907,-0.19039357393305845,-0.19039357393305845,-0.2306039100237534,-0.16650047567626866,-0.197969434355943,-0.18340047200424195,-0.16999702664067695,-0.17873840405169758,-0.1828177135101739,-0.18631426447458213,-0.1449384113957511,-0.19039357393305845,-0.18340047200424195,-0.18689702296865018,-0.18398323049830997,-0.19855219285001105,-0.18106943802796974,-0.17990392103983366,-0.211372879719508,-0.1956384003796708,-0.20671081176696363,-0.3191832011220959,5.086484589853069,,,,,,,
260,260,I,-0.22069701562459668,-0.19971770983814713,-0.18398323049830997,-0.1816521965220378,-0.16591771718220064,-0.19039357393305845,-0.211372879719508,-0.2294383930356173,-0.15775909826524806,-0.1857315059805141,-0.17873840405169758,-0.17524185308728932,-0.18340047200424195,-0.16591771718220064,-0.18456598899237803,-0.1857315059805141,-0.16067289073558824,-0.19039357393305845,-0.19622115887373887,-0.17699012856949345,-0.2183659816483245,-0.2265246005652771,-0.3285073370271846,4.656408821230854,,,,,,,
261,261,J,-0.23817977044663796,-0.18398323049830997,-0.20146598532035126,-0.2142866721898482,-0.17349357760508521,-0.17873840405169758,-0.16009013224152022,-0.16650047567626866,-0.17990392103983366,-0.1356142754906624,-0.18223495501610582,-0.19855219285001105,-0.15484530579490782,-0.1530970303127037,-0.2772245895491968,-0.21020736273137192,-0.16883150965254087,-0.1816521965220378,-0.20263150230848734,-0.2008832268262832,-0.2078763287550997,-0.20729357026103168,-0.3325866464856609,4.46701231065874,,,,,,,
262,262,K,-0.21195563821357602,-0.22244529110680078,-0.2061280532728956,-0.2451728723754545,-0.17174530212288106,-0.13095220753811807,-0.20496253628475952,-0.2306039100237534,-0.2061280532728956,-0.197969434355943,-0.16708323417033671,-0.22361080809493689,-0.1775728870635615,-0.21020736273137192,-0.19738667586187494,-0.17699012856949345,-0.1927246079093306,-0.1956384003796708,-0.17990392103983366,-0.22769011755341317,-0.21661770616612036,-0.2306039100237534,-0.3273418200390485,4.318991653165457,,,,,,,
263,263,L,-0.24225907990511425,-0.19039357393305845,-0.2008832268262832,-0.22361080809493689,-0.19155909092119452,-0.2061280532728956,-0.18922805694492237,-0.19680391736780692,-0.17815564555762956,-0.1828177135101739,-0.17990392103983366,-0.2061280532728956,-0.20496253628475952,-0.16708323417033671,-0.17932116254576563,-0.19971770983814713,-0.1723280606169491,-0.16300392471186043,-0.19039357393305845,-0.22302804960086883,-0.22186253261273275,-0.21486943068391626,-0.3308383710034568,4.420391631133297,,,,,,,
264,264,M,-0.2451728723754545,-0.1938901248974667,-0.2142866721898482,-0.2142866721898482,-0.19330736640339866,-0.19971770983814713,-0.19155909092119452,-0.23118666851782146,-0.1804866795339017,-0.19447288339153473,-0.23002115152968536,-0.197969434355943,-0.1746590945932213,-0.17174530212288106,-0.17407633609915324,-0.16824875115847282,-0.1764073700754254,-0.19738667586187494,-0.24866942333986275,-0.18514874748644605,-0.19039357393305845,-0.22069701562459668,-0.32617630305091244,4.519460575124864,,,,,,,
265,265,N,-0.21894874014239257,-0.1775728870635615,-0.24575563086952254,-0.24925218183393077,-0.19622115887373887,-0.1927246079093306,-0.19330736640339866,-0.20263150230848734,-0.2195314986364606,-0.197969434355943,-0.19971770983814713,-0.16183840772372432,-0.23876252894070601,-0.1764073700754254,-0.18340047200424195,-0.18689702296865018,-0.18398323049830997,-0.21894874014239257,-0.20845908724916778,-0.20030046833221518,-0.2265246005652771,-0.2078763287550997,-0.32151423509836813,6.502587730438414,,,,,,,
266,266,O,-0.24925218183393077,-0.21778322315425644,-0.20845908724916778,-0.20204874381441928,-0.1938901248974667,-0.18340047200424195,-0.17524185308728932,-0.22594184207120907,-0.18340047200424195,-0.20204874381441928,-0.2358487364703658,-0.17873840405169758,-0.19680391736780692,-0.16533495868813258,-0.21661770616612036,-0.1927246079093306,-0.16883150965254087,-0.1723280606169491,-0.22535908357714102,-0.21020736273137192,-0.2172004646601884,-0.23002115152968536,-0.3273418200390485,4.813170856135158,,,,,,,
267,267,P,-0.2061280532728956,-0.2428418383991823,-0.22827287604748123,-0.2440073553873184,-0.20729357026103168,-0.21020736273137192,-0.17699012856949345,-0.23118666851782146,-0.17815564555762956,-0.19971770983814713,-0.21894874014239257,-0.18514874748644605,-0.2836349329839453,-0.20379701929662344,-0.19097633242712647,-0.19680391736780692,-0.17349357760508521,-0.15659358127711195,-0.1775728870635615,-0.18864529845085432,-0.23235218550595751,-0.22069701562459668,-0.3133556161814155,6.991522106961502,,,,,,,
268,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,270,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,,,,
271,271,6,1,5040,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/19/23 15:10,,,,,,,,,,,,,,,,,,,,
272,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,273,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
275,275,6,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
276,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,277,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
279,279,A,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
280,280,B,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
281,281,C,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
282,282,D,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
283,283,E,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
284,284,F,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
285,285,G,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
286,286,H,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
287,287,I,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
288,288,J,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
289,289,K,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
290,290,L,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
291,291,M,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
292,292,N,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
293,293,O,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
294,294,P,0.821560649,0.821560649,,,,,,,,,,,,,,,,,,,,,,0.821560649,,,,,,,
295,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,296,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,297,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,,,,
298,298,6,1,5040,14.01,17.51,17.62,63.3,62.8,17.8,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/19/23 15:10,,,,,,,,,,,,,,,
299,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,300,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,301,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
302,302,6,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
303,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,304,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,305,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
306,306,A,-0.21281799952574237,-0.24325109061429773,-0.2399431459307591,-0.22671136719660462,-0.21215641058903462,-0.22340342251306597,-0.21546435527257327,-0.2227418335763582,-0.2148027663358655,-0.216125944209281,-0.2068636990953728,-0.19363192036121832,-0.23531202337380502,-0.24258950167759002,-0.182384908437187,-0.2320040786902664,-0.24325109061429773,-0.2372967901839282,-0.2320040786902664,-0.23134248975355867,-0.24589744636112862,-0.22671136719660462,-0.33653513069008695,4.434182691909319,,,B20,Efavirenz,,,
307,307,B,-0.21149482165232691,-0.22075706676623508,-0.20752528803208056,-0.1982630429181724,-0.2042173433485419,-0.20752528803208056,-0.22075706676623508,-0.19958622079158786,-0.20951005484220372,-0.21678753314598873,-0.22472660038648143,-0.22604977825989686,-0.2042173433485419,-0.21017164377891145,-0.21877229995611192,-0.216125944209281,-0.23068090081685091,-0.2240650114497737,-0.2240650114497737,-0.276330537449684,-0.2525133357282059,-0.2604524029686986,-0.3319040081331329,4.40176483401064,,,,,,,
308,308,C,-0.23597361231051273,-0.2148027663358655,-0.20090939866500332,-0.20487893228524967,-0.1903239756776797,-0.163198829272663,-0.21744912208269643,-0.2062021101586651,-0.1962782761080492,-0.2485438021079595,-0.2055405212219574,-0.1870160309941411,-0.19958622079158786,-0.15922929565241664,-0.24258950167759002,-0.24391267955100543,-0.24126632380417454,-0.1876776199308488,-0.24126632380417454,-0.24192791274088227,-0.24589744636112862,-0.2657451144623604,-0.3371967196267947,4.5512839337065865,,,,,,,
309,309,D,-0.2227418335763582,-0.2220802446396505,-0.20818687696878832,-0.1976014539814647,-0.1989246318548801,-0.1956166871713415,-0.19958622079158786,-0.189662386740972,-0.1989246318548801,-0.17576901907010975,-0.20223257653841875,-0.19230874248780291,-0.20818687696878832,-0.19693986504475697,-0.22538818932318913,-0.22737295613331232,-0.24325109061429773,-0.22869613400672778,-0.2564828693484522,-0.24986697998137497,-0.26177558084211405,-0.20951005484220372,-0.3325655970698406,4.686248076794962,,,,,,,
310,310,E,-0.22472660038648143,-0.19958622079158786,-0.2035557544118342,-0.21017164377891145,-0.1989246318548801,-0.1843696752473102,-0.17113789651315567,-0.20818687696878832,-0.1804001416270638,-0.2062021101586651,-0.16518359608278615,-0.1797385526903561,-0.21546435527257327,-0.21744912208269643,-0.21678753314598873,-0.18569285312072562,-0.24126632380417454,-0.1797385526903561,-0.20223257653841875,-0.17246107438657113,-0.24060473486746684,-0.21281799952574237,-0.3371967196267947,4.682278543174716,,,,,,,
311,311,F,-0.2240650114497737,-0.21281799952574237,-0.11688760370312223,-0.21215641058903462,-0.2055405212219574,-0.20951005484220372,-0.16981471863974024,-0.1962782761080492,-0.1850312641840179,-0.16716836289290934,-0.17246107438657113,-0.08976245729810547,-0.19230874248780291,-0.19297033142451062,-0.20024780972829562,-0.19164715355109516,-0.20090939866500332,-0.20024780972829562,-0.18569285312072562,-0.21149482165232691,-0.21943388889281962,-0.2240650114497737,-0.3332271860065483,5.130174253325846,,,,,,,
312,312,G,-0.21943388889281962,-0.2062021101586651,-0.20024780972829562,-0.1770921969435252,-0.18106173056377156,-0.2035557544118342,-0.1982630429181724,-0.18106173056377156,-0.1989246318548801,-0.1883392088675565,-0.14930546160180075,-0.1956166871713415,-0.1870160309941411,-0.1665067739562016,-0.17246107438657113,-0.1850312641840179,-0.1804001416270638,-0.18370808631060245,-0.22737295613331232,-0.21811071101940416,-0.2134795884624501,-0.19297033142451062,-0.33851989750021017,4.6419216180355445,,,,,,,
313,313,H,-0.22009547782952732,-0.1962782761080492,-0.19693986504475697,-0.1817233195004793,-0.20157098760171102,-0.2042173433485419,-0.16849154076632478,-0.1876776199308488,-0.19363192036121832,-0.14202798329801578,-0.1797385526903561,-0.1777537858802329,-0.17312266332327886,-0.1876776199308488,-0.1962782761080492,-0.20884846590549602,-0.20752528803208056,-0.1956166871713415,-0.1843696752473102,-0.1976014539814647,-0.20090939866500332,-0.2042173433485419,-0.32991924132300976,5.1910404355029565,,,,,,,
314,314,I,-0.20884846590549602,-0.1982630429181724,-0.17047630757644794,-0.19164715355109516,-0.1876776199308488,-0.18370808631060245,-0.2062021101586651,-0.18370808631060245,-0.18635444205743334,-0.20223257653841875,-0.2134795884624501,-0.2062021101586651,-0.1817233195004793,-0.1956166871713415,-0.19230874248780291,-0.17246107438657113,-0.19230874248780291,-0.1903239756776797,-0.18569285312072562,-0.21149482165232691,-0.20951005484220372,-0.1903239756776797,-0.34116625324704103,4.356776786314515,,,,,,,
315,315,J,-0.21215641058903462,-0.2141411773991578,-0.21215641058903462,-0.20487893228524967,-0.19230874248780291,-0.2028941654751265,-0.17510743013340202,-0.20024780972829562,-0.1850312641840179,-0.19098556461438743,-0.1770921969435252,-0.20818687696878832,-0.19958622079158786,-0.17113789651315567,-0.19693986504475697,-0.17576901907010975,-0.18900079780426426,-0.21811071101940416,-0.1790769637536484,-0.189662386740972,-0.21546435527257327,-0.20090939866500332,-0.33388877494325603,4.755714915149273,,,,,,,
316,316,K,-0.19098556461438743,-0.21877229995611192,-0.16253724033595526,-0.2141411773991578,-0.19098556461438743,-0.16584518501949388,-0.2068636990953728,-0.20818687696878832,-0.1982630429181724,-0.19230874248780291,-0.18900079780426426,-0.15989088458912434,-0.2028941654751265,-0.16187565139924753,-0.20884846590549602,-0.18370808631060245,-0.21149482165232691,-0.189662386740972,-0.19297033142451062,-0.20024780972829562,-0.1804001416270638,-0.22803454507002002,-0.33653513069008695,4.7054341559594866,,,,,,,
317,317,L,-0.2062021101586651,-0.2108332327156192,-0.20884846590549602,-0.20223257653841875,-0.19429350929792605,-0.2028941654751265,-0.1949550982346338,-0.2068636990953728,-0.1903239756776797,-0.19693986504475697,-0.1473206947916776,-0.17510743013340202,-0.19363192036121832,-0.20752528803208056,-0.21281799952574237,-0.17841537481694064,-0.20223257653841875,-0.189662386740972,-0.18569285312072562,-0.21811071101940416,-0.2042173433485419,-0.2134795884624501,-0.33785830856350246,4.802026140718814,,,,,,,
318,318,M,-0.22803454507002002,-0.21678753314598873,-0.21744912208269643,-0.21811071101940416,-0.2042173433485419,-0.22075706676623508,-0.20951005484220372,-0.20487893228524967,-0.20884846590549602,-0.18370808631060245,-0.18370808631060245,-0.18106173056377156,-0.21149482165232691,-0.1976014539814647,-0.19098556461438743,-0.19164715355109516,-0.1737842522599866,-0.1797385526903561,-0.2220802446396505,-0.21149482165232691,-0.21281799952574237,-0.22737295613331232,-0.33521195281667154,4.979993564693192,,,,,,,
319,319,N,-0.22340342251306597,-0.20752528803208056,-0.2148027663358655,-0.19230874248780291,-0.20090939866500332,-0.2141411773991578,-0.1744458411966943,-0.1373968607410617,-0.21281799952574237,-0.2134795884624501,-0.1883392088675565,-0.20157098760171102,-0.19363192036121832,-0.19693986504475697,-0.1976014539814647,-0.19164715355109516,-0.1870160309941411,-0.1903239756776797,-0.17246107438657113,-0.19363192036121832,-0.21811071101940416,-0.20157098760171102,-0.33918148643691787,5.267123163224345,,,,,,,
320,320,O,-0.1843696752473102,-0.22075706676623508,-0.2134795884624501,-0.2068636990953728,-0.1949550982346338,-0.2062021101586651,-0.19958622079158786,-0.19429350929792605,-0.1797385526903561,-0.21678753314598873,-0.1956166871713415,-0.1850312641840179,-0.1737842522599866,-0.19363192036121832,-0.2068636990953728,-0.1903239756776797,-0.18900079780426426,-0.1870160309941411,-0.24258950167759002,-0.16584518501949388,-0.19363192036121832,-0.24192791274088227,-0.34182784218374873,5.110326585224614,,,,,,,
321,321,P,-0.22340342251306597,-0.22075706676623508,-0.23134248975355867,-0.1989246318548801,-0.21943388889281962,-0.20951005484220372,-0.1956166871713415,-0.21943388889281962,-0.06462207770321192,-0.20487893228524967,-0.20487893228524967,-0.21017164377891145,-0.1982630429181724,-0.20090939866500332,-0.19164715355109516,-0.19297033142451062,-0.19958622079158786,-0.2055405212219574,-0.19693986504475697,-0.22538818932318913,-0.2134795884624501,-0.1949550982346338,-0.3424894311204565,4.768285104946719,,,,,,,
322,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,323,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,324,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,,,,
325,325,7,1,5041,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/19/23 15:11,,,,,,,,,,,,,,,,,,,,
326,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
329,329,7,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
330,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,331,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,332,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
333,333,A,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
334,334,B,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
335,335,C,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
336,336,D,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
337,337,E,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
338,338,F,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
339,339,G,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
340,340,H,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
341,341,I,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
342,342,J,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
343,343,K,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
344,344,L,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
345,345,M,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
346,346,N,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
347,347,O,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
348,348,P,0.839019515,0.839019515,,,,,,,,,,,,,,,,,,,,,,0.839019515,,,,,,,
349,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,350,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,,,,
352,352,7,1,5041,14.01,17.52,17.41,62.6,62.5,17.82,17.8,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,5/19/23 15:11,,,,,,,,,,,,,,,
353,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,354,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
356,356,7,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
357,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,358,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,359,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,
