,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
173,C,-0.6704177803590438,-0.4947271698363348,-0.4800862856261091,-0.44592422246891567,-0.43128333825868986,-0.37760009615452883,-0.40688186457498027,0.16899291436056577,-0.6508966014120762,-0.2360715487890133,-0.35319862247081923,-0.35807891720756113,-0.40200156983823837,-0.4654454014158833,-0.34343803299733544,-0.5728118856242055,-0.32391685405036774,-0.484966580362851,-0.5044877593098186,-0.3922409803647546,-0.44592422246891567,-0.367839506681045,2.6872249985193943,2.657943230098943
174,D,-0.5679315908874636,-0.4947271698363348,-0.5532907066772378,-0.367839506681045,-0.719220727726463,-0.32391685405036774,-0.4898468750995929,-0.3043956751034001,-0.2653533172094647,-0.35319862247081923,-0.32879714878710964,-0.2555927277359809,-0.43128333825868986,-0.367839506681045,-0.32879714878710964,-0.9193128119328815,-0.2409518435257552,-0.35807891720756113,-0.2897547908931744,-0.40200156983823837,-0.3971212751014965,-0.3971212751014965,2.8970776721992966,3.009324451144361
175,E,-0.3971212751014965,-0.8217069171980431,-0.34343803299733544,-0.27511390668294855,-0.14822624352765884,-0.21655036984204565,-0.5142483487833024,-0.11406418037046534,-0.0847824119500139,-0.035979464582594704,-0.06038093826630424,0.04698554594201784,-0.8363478014082689,-0.06526123300304615,-0.2604730224727228,-0.08966270668675581,0.051865840678759746,-0.4654454014158833,-0.250712432999239,-0.34831832773407734,-0.07502182247652996,-0.192148896158336,2.6335417564152332,2.9556412090401993
176,F,-0.309275969840142,-0.2360715487890133,-0.309275969840142,-0.2555927277359809,2.121110809057332,-0.08966270668675581,-0.33855773826059343,-0.079902117213272,0.40324706172417785,-0.09454300142349772,0.00794318804808259,-0.07502182247652996,-0.0847824119500139,0.00794318804808259,0.2568382196219202,0.032344661731792124,-0.18238830668485218,-0.040859759319336615,-0.27511390668294855,-0.05062034879282042,0.08114760909921133,-0.14822624352765884,3.4485509774511334,3.6144809985003583
177,G,-0.43128333825868986,-0.3727198014177869,-0.32879714878710964,-0.192148896158336,-0.33367744352385154,-0.2360715487890133,-0.4898468750995929,-0.15798683300114263,-0.079902117213272,-0.001817401425401222,-0.040859759319336615,-0.35807891720756113,-0.31415626457688395,-0.08966270668675581,-0.2116700751053036,-0.11894447510720725,-0.4996074645730767,-0.15310653826440074,-0.16774742247462646,-0.23119125405227137,-0.2360715487890133,-0.09454300142349772,3.399748030083714,2.692105293256136
178,H,-0.43128333825868986,-0.2653533172094647,-0.367839506681045,-0.24583213826249709,-0.4947271698363348,-0.22143066457878757,-0.34343803299733544,-0.1970291908950779,-0.14334594879091678,-0.11406418037046534,-0.35807891720756113,-0.07014152773978805,-0.06038093826630424,-0.16774742247462646,-0.040859759319336615,-0.18238830668485218,-0.2019094856318198,-0.021338580372368986,-0.001817401425401222,-0.10918388563372344,-0.11894447510720725,-0.026218875109110893,3.677924830078003,2.8336338406216517
179,I,-0.5337695277302701,-0.4898468750995929,-0.34831832773407734,-0.31415626457688395,-0.16286712773788456,-0.17750801194811028,-0.538649822467012,-0.11894447510720725,-0.09454300142349772,-0.17262771721136835,-0.18726860142159407,-0.079902117213272,-0.05062034879282042,-0.14334594879091678,-0.026218875109110893,-0.22143066457878757,-0.11894447510720725,-0.11894447510720725,-0.2409518435257552,-0.2360715487890133,-0.12382476984394916,-0.14334594879091678,2.7555491248337813,2.877556493252329
180,J,-0.5240089382567863,-0.9290734014063654,-0.4166424540484642,-0.250712432999239,-0.31415626457688395,-0.3043956751034001,-0.0847824119500139,-0.1970291908950779,-0.09454300142349772,-0.31903655931362584,-0.17750801194811028,-0.20678978036856172,-0.5484104119404959,-0.31903655931362584,-0.2653533172094647,-0.15310653826440074,-0.13358535931743298,-0.16774742247462646,-0.21655036984204565,-0.2604730224727228,-0.08966270668675581,-0.24583213826249709,3.6047204090268745,2.696985587992878
181,K,-0.4800862856261091,-0.367839506681045,-0.2604730224727228,-0.33367744352385154,-0.14334594879091678,-0.21655036984204565,-0.07502182247652996,-0.001817401425401222,-0.192148896158336,-0.07502182247652996,-0.11406418037046534,-0.001817401425401222,-0.07014152773978805,0.03722495646853403,-0.40200156983823837,-0.24583213826249709,-0.0847824119500139,-0.12870506458069106,-0.28487449615643234,-0.07014152773978805,-0.11894447510720725,-0.2019094856318198,3.38998744061023,3.1215712300894247
182,L,-0.40688186457498027,-0.42640304352194797,-0.367839506681045,-0.5191286435200444,-0.45568481194239946,-0.14822624352765884,-0.2019094856318198,-0.13358535931743298,-0.17750801194811028,-0.17262771721136835,-0.23119125405227137,0.00794318804808259,-0.10430359089698153,-0.07502182247652996,-0.32879714878710964,-0.0847824119500139,-0.15798683300114263,-0.12870506458069106,-0.9534748750900749,-0.09454300142349772,-0.15310653826440074,-0.17262771721136835,3.8487351458639703,3.3460647879795533
183,M,-0.43616363299543176,-0.17262771721136835,-0.34831832773407734,-0.192148896158336,-0.32879714878710964,-0.20678978036856172,-0.16774742247462646,-0.13846565405417488,-0.2019094856318198,-0.0310991698458528,-0.06526123300304615,-0.14334594879091678,-0.07014152773978805,-0.2019094856318198,0.027464366995050216,-0.16774742247462646,-0.21655036984204565,0.06162643015224356,-0.09942329616023962,-0.10430359089698153,-0.17262771721136835,-0.15798683300114263,4.10251047217455,3.2630997774549404
184,N,-0.4605651066791414,-0.8217069171980431,-0.32391685405036774,-0.2995153803666582,-0.4117621593117223,-0.15798683300114263,-0.3971212751014965,-0.31415626457688395,-0.17262771721136835,-0.2360715487890133,-0.14334594879091678,-0.3727198014177869,-0.2360715487890133,-0.016458285635627082,-0.18238830668485218,-0.2116700751053036,-0.11406418037046534,-0.8412280961450108,-0.0847824119500139,-0.08966270668675581,-0.0847824119500139,-0.09454300142349772,3.1410924090363928,3.097169756405715
185,O,-0.43128333825868986,-0.27999420141969045,-0.3873606856280127,-0.2653533172094647,-0.2116700751053036,-0.31903655931362584,-0.2116700751053036,-0.6069739487813989,-0.3873606856280127,-0.22631095931552947,-0.3043956751034001,-0.27999420141969045,-0.15798683300114263,-0.192148896158336,-0.3727198014177869,-0.22143066457878757,-0.40688186457498027,-0.22143066457878757,-0.31415626457688395,-0.22143066457878757,-0.6264951277283666,-0.24583213826249709,3.7852913142863254,3.756009545865874
186,P,-0.6167345382548827,-0.5288892329935282,-0.5435301172037539,-0.3922409803647546,-0.4654454014158833,-0.3971212751014965,-0.35807891720756113,-0.4166424540484642,-0.35807891720756113,-0.4996074645730767,-0.42640304352194797,-0.31415626457688395,-0.40688186457498027,-0.18726860142159407,-0.44592422246891567,-0.35319862247081923,-0.31903655931362584,-0.34831832773407734,-0.28487449615643234,-0.3971212751014965,-0.34831832773407734,-0.3824803908912707,3.804812493233293,3.5803189353431653
187,,,,,,,,,,,,,,,,,,,,,,,,,
188,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
189,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
190,8,1,H2060224,14.01,17.72,17.62,41.2,40.7,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:44,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,
192,Background information,,,,,,,,,,,,,,,,,,,,,,,,
193,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
194,8,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,
196,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
197,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
198,A,-0.7301970676602836,-0.5864386425328713,-0.5864386425328713,-0.5813044130640351,-0.5299621183756735,-0.4580829058119674,-0.4683513647496397,-0.49915674156265666,-0.5607674951886905,-0.42727752899895044,-0.5299621183756735,-0.4940225120938205,-0.5402305773133459,-0.3348613985598997,-0.478619823687312,-0.478619823687312,-0.44268021740545893,-0.5967071014705436,-0.5248278889068374,-0.5556332657198544,-0.5299621183756735,-0.4940225120938205,2.278461401077703,3.5260791620048892
199,B,-0.6685863140342497,-0.5299621183756735,-0.6069755604082159,-0.5710359541263628,-0.5196936594380013,-0.5710359541263628,-0.5145594299691651,-0.4940225120938205,-0.5248278889068374,-0.545364806782182,-0.48375405315614817,-0.36053254590408046,-0.4067406111236059,-0.3810694637794251,-0.3810694637794251,-0.4683513647496397,-0.411874840592442,-0.4632171352808036,-0.32459293962222735,-0.39133792271709744,-0.4324117584677866,-0.3040560217468828,2.4530252030181323,2.90997162574455
200,C,-0.5556332657198544,-0.5248278889068374,-0.4632171352808036,-0.38620369324826126,-0.4324117584677866,-0.4940225120938205,-0.36053254590408046,-0.2270425797143405,-0.3348613985598997,-0.23731103865201278,-0.411874840592442,-0.3348613985598997,-0.31432448068455504,-0.33999562802873584,-0.3348613985598997,-0.3553983164352443,-0.2527137270585212,-0.345129857497572,-0.36053254590408046,-0.4016063816547697,-0.44268021740545893,-0.26298218599619355,4.3886297127693625,2.90997162574455
201,D,-0.6172440193458882,-0.5350963478445097,-0.5710359541263628,-0.48888828262498435,-0.43754598793662275,-0.48375405315614817,-0.2886533333403743,-0.42727752899895044,-0.39133792271709744,-0.4170090700612782,-0.3348613985598997,-0.2732506449338658,-0.5248278889068374,-0.32972716909106353,-0.2321768091831765,-0.38620369324826126,-0.20137143237015973,-0.4940225120938205,-0.2886533333403743,-0.26298218599619355,-0.45294867634313124,-0.23731103865201278,2.8997031668068782,2.9151058552133864
202,E,-0.4478144468742951,-0.23731103865201278,-0.278384874402702,-0.2321768091831765,-0.13976067874412584,-0.11922376086878113,-0.17570028502597881,-0.26298218599619355,-0.08841838405576433,-0.2527137270585212,-0.09868684299343654,0.024534664258631076,0.0604742705404842,0.07074272947815656,0.03480312319630344,-0.15002913768179807,-0.10382107246227272,-0.04221031883623884,-0.278384874402702,0.050205811602811984,-0.12949221980645348,-0.0524787777739112,4.142186698265228,3.37718650740864
203,F,-0.48375405315614817,-0.3194587101533912,-0.37593523431058895,-0.26298218599619355,-0.26298218599619355,-0.4940225120938205,-0.10382107246227272,-0.13976067874412584,-0.14489490821296203,-0.04221031883623884,-0.09868684299343654,-0.0524787777739112,-0.3348613985598997,0.10668233576000968,-0.07814992511809196,-0.22190835024550432,0.3274542029199643,-0.0011364830855496836,0.06560850000932038,-0.04734454830507502,-0.03707608936740266,-0.0011364830855496836,3.3258442127202787,3.0485958214031266
204,G,-0.44268021740545893,-0.37593523431058895,-0.26298218599619355,-0.22190835024550432,-0.20137143237015973,-0.4324117584677866,-0.04734454830507502,-0.16029759661947043,-0.0114049420232219,-0.10382107246227272,-0.18596874396365118,-0.1705660555571428,-0.13462644927528966,-0.4016063816547697,-0.13462644927528966,-0.08841838405576433,0.09127964735350114,-0.11922376086878113,-0.07301569564925578,-0.10382107246227272,-0.26298218599619355,-0.09355261352460036,2.874032019462697,3.1615488697175222
205,H,-0.5504990362510181,-0.345129857497572,-0.5350963478445097,-0.3656667753729166,-0.24244526812084888,-0.278384874402702,-0.36053254590408046,-0.14489490821296203,-0.09868684299343654,-0.21677412077666813,-0.09868684299343654,-0.09355261352460036,-0.057613007242747385,-0.22190835024550432,-0.12949221980645348,-0.2527137270585212,-0.06274723671158342,-0.13976067874412584,-0.18596874396365118,-0.4580829058119674,-0.1705660555571428,-0.13462644927528966,3.1666830991863577,3.4850053262542
206,I,-0.48888828262498435,-0.4478144468742951,-0.5042909710314928,-0.43754598793662275,-0.26298218599619355,-0.23731103865201278,-0.08328415458692814,-0.22190835024550432,-0.17570028502597881,-0.15002913768179807,-0.09355261352460036,-0.18596874396365118,-0.5248278889068374,-0.15516336715063425,-0.20650566183899577,-0.21163989130783195,-0.057613007242747385,-0.25784795652735737,-0.04221031883623884,-0.48888828262498435,1.30809203146767,-0.07301569564925578,2.894568937338042,3.0434615919342902
207,J,-0.5145594299691651,-0.39133792271709744,-0.4067406111236059,-0.6788547729719221,-0.32972716909106353,-0.38620369324826126,-0.5556332657198544,-0.19110297343248736,-0.2732506449338658,-0.09355261352460036,-0.44268021740545893,-0.0524787777739112,-0.12435799033761731,-0.17570028502597881,-0.20650566183899577,-0.31432448068455504,-0.11922376086878113,-0.24244526812084888,-0.5556332657198544,-0.1089553019311089,-0.278384874402702,-0.2270425797143405,2.9048373962757137,3.0177904445901094
208,K,-0.5196936594380013,-0.278384874402702,-0.3194587101533912,-0.3502640869664082,-0.8534185749123513,-0.21163989130783195,-0.3040560217468828,-0.14489490821296203,-0.08841838405576433,-0.06274723671158342,-0.09355261352460036,-0.04734454830507502,-0.01653917149205808,-0.057613007242747385,-0.057613007242747385,-0.07301569564925578,-0.15516336715063425,-0.08841838405576433,-0.12435799033761731,-0.12435799033761731,-0.3348613985598997,-0.15002913768179807,2.9356427730887313,2.9202400846822223
209,L,-0.5299621183756735,-0.42727752899895044,-0.5248278889068374,-0.2835191038715381,-0.3810694637794251,-0.2835191038715381,-0.17570028502597881,-0.4940225120938205,-0.7250628381914475,-0.26298218599619355,-0.2527137270585212,-0.20137143237015973,-0.36053254590408046,-0.2527137270585212,-0.21677412077666813,-0.21677412077666813,-0.18596874396365118,-0.20650566183899577,-0.20137143237015973,-0.09355261352460036,-0.1705660555571428,-0.10382107246227272,3.2899046064384256,3.295038835907262
210,M,-0.4324117584677866,-0.3040560217468828,-0.3502640869664082,-0.6685863140342497,-0.12949221980645348,-0.2732506449338658,-0.11408953139994508,-0.12435799033761731,-0.1089553019311089,-0.21677412077666813,-0.32459293962222735,-0.2681164154650296,-0.16543182608830662,-0.057613007242747385,-0.09355261352460036,-0.10382107246227272,0.01426620532095886,-0.2732506449338658,-0.11408953139994508,-0.06274723671158342,-0.12949221980645348,0.019400434789795043,4.003562502606651,3.1974884759993754
211,N,-0.48888828262498435,-0.44268021740545893,-0.4580829058119674,-0.5607674951886905,-0.2835191038715381,-0.37080100484175277,-0.6788547729719221,-0.278384874402702,-0.2270425797143405,-0.20137143237015973,-0.6942574613784305,-0.16029759661947043,-0.37593523431058895,-0.10382107246227272,-0.8944924106630405,-0.180834514494815,-0.09868684299343654,-0.15002913768179807,-0.20137143237015973,-0.20650566183899577,-0.20650566183899577,0.02966889372746726,3.0280589035277816,3.741716799696007
212,O,-0.5710359541263628,-0.2937875628092105,-0.37080100484175277,-0.20650566183899577,-0.24244526812084888,-0.2886533333403743,-0.21677412077666813,-0.5967071014705436,-0.33999562802873584,-0.19623720290132354,-0.4580829058119674,-0.49915674156265666,-0.6993916908472667,-0.09868684299343654,-0.43754598793662275,-0.32972716909106353,-0.5042909710314928,-0.26298218599619355,-0.3502640869664082,-0.15516336715063425,-0.24757949758968506,-0.06274723671158342,3.3361126716579514,3.674971816601137
213,P,-0.6993916908472667,-0.5967071014705436,-0.5967071014705436,-0.4940225120938205,-0.4580829058119674,-0.47348559421847586,-0.37593523431058895,-0.4683513647496397,-0.4067406111236059,-0.411874840592442,-0.3964721521859335,-0.2732506449338658,-0.3040560217468828,-0.345129857497572,-0.32972716909106353,-0.3502640869664082,-0.36053254590408046,-0.37080100484175277,-0.37593523431058895,-0.2886533333403743,-0.3194587101533912,-0.17570028502597881,3.330978442189115,3.5774214566932505
214,,,,,,,,,,,,,,,,,,,,,,,,,
215,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
216,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
217,9,1,H2060242,14.01,17.62,17.62,40.6,40.7,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:46,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,
219,Background information,,,,,,,,,,,,,,,,,,,,,,,,
220,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
221,9,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,
223,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
224,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
225,A,-0.6099033236934548,-0.646499667432078,-0.6236269525954385,-0.5916051518241432,-0.646499667432078,-0.5412851791835362,-0.55500880808552,-0.6510742103994059,-0.596179694791471,-0.6282014955627664,-0.5001142924775851,-0.5824560658894874,-0.559583351052848,-0.4726670346736177,-0.55500880808552,-0.5778815229221594,-0.5001142924775851,-0.49096520654292936,-0.5184124643468967,-0.5733069799548315,-0.5229870073142247,-0.4635179487389619,2.885047503345063,3.191541882156032
226,B,-0.5321360932488804,-0.5092633784122409,-0.5184124643468967,-0.49096520654292936,-0.41777251906568286,-0.38575071829438756,-0.4314961479676666,-0.4680924917062898,-0.4772415776409456,-0.38117617532705966,-0.40404889016369916,-0.38117617532705966,-0.317132573784469,-0.4223470620330108,-0.40862343313102706,-0.696819640072685,-0.7013941830400129,-0.41319797609835496,-0.40862343313102706,-0.5412851791835362,-0.4452197768696503,-0.3674525464250759,3.4248435734897553,2.734087585423242
227,C,-0.49096520654292936,-0.7105432689746687,-0.4452197768696503,-0.40862343313102706,-0.5916051518241432,-0.4863906635756014,-0.40404889016369916,-0.4772415776409456,-0.6510742103994059,-0.4726670346736177,-0.3583034604904201,-0.4863906635756014,-0.4543688628043061,-0.49096520654292936,-0.34000528862110857,-0.39032526126171546,-0.40404889016369916,-0.7928850423865709,-0.2805362300458458,-0.3445798315884364,-0.37202708939240386,-0.25766351520920633,2.9399420189529977,2.734087585423242
228,D,-0.5092633784122409,-0.5001142924775851,-0.4497943198369782,-0.4635179487389619,-0.3125580308171411,-0.5824560658894874,-0.3079834878498133,-0.2988344019151574,-0.6419251244647501,-0.317132573784469,-0.3445798315884364,-0.42692160500033866,-0.3308562026864527,-0.2485144292745505,-0.23479080037256683,-0.2530889722418784,-0.3445798315884364,-0.23021625740523882,-0.3308562026864527,-0.12957631212402496,-0.39032526126171546,-0.21191808553592734,3.2967563704045744,2.953665647854981
229,E,-0.4497943198369782,-0.39032526126171546,-0.6876705541380291,-0.49096520654292936,-0.26681260114386207,-0.37202708939240386,-0.26681260114386207,-0.2805362300458458,-0.1890453706992877,-0.2896853159805016,-0.17074719882997622,-0.3034089448824853,-0.17989628476463196,-0.11585268322204133,-0.1524490269606646,-0.16159811289532033,-0.05180908167945071,-0.11585268322204133,0.030532691732451527,-0.20276899960127145,-0.14787448399333658,-0.019787280908155336,3.2327127688619837,3.584952577346232
230,F,-0.34915437455576437,-0.317132573784469,-0.3354307456537806,-0.5138379213795689,2.0021607106507773,-0.17074719882997622,-0.8706522728311452,-0.10212905432005757,-0.13415085509135297,-0.024361823875483208,-0.010638194973499594,0.08085266437305853,-0.12957631212402496,-0.34000528862110857,0.08085266437305853,-0.2896853159805016,-0.010638194973499594,-0.13872539805868084,0.0030854339284841596,0.05340540656909116,-0.0975545113527297,-0.006063652006171583,3.292181827437246,3.2189891399599997
231,G,-0.4543688628043061,-0.42692160500033866,-0.41319797609835496,-0.24393988630722258,-0.24393988630722258,-0.38575071829438756,-0.2988344019151574,-0.3262816597191248,-0.1753217417973041,-0.2485144292745505,-0.1753217417973041,-0.2164926285032552,-0.21191808553592734,-0.07925633948341808,-0.17074719882997622,-0.16159811289532033,-0.13872539805868084,-0.1204272261893692,-0.07925633948341808,-0.14787448399333658,-0.1204272261893692,-0.11127814025471346,3.173243710286721,3.1137746517114584
232,H,-0.48181612060827356,-0.38117617532705966,-0.24393988630722258,-0.25766351520920633,-0.20734354256859933,-0.2942598589478295,-0.1890453706992877,-0.4497943198369782,-0.1204272261893692,-0.006063652006171583,-0.09297996838540183,-0.1204272261893692,-0.11585268322204133,-0.20734354256859933,-0.07925633948341808,-0.04265999574479483,-0.3583034604904201,-0.015212737940827465,-0.1204272261893692,-0.019787280908155336,-0.06553271058143433,-0.11585268322204133,3.0771783079728348,2.949091104887654
233,I,-0.4635179487389619,-0.4680924917062898,-0.4543688628043061,-0.27596168707851787,-0.41319797609835496,-0.3034089448824853,-0.2393653433398947,-0.24393988630722258,-0.16159811289532033,-0.3766016323597317,-0.11127814025471346,-0.23021625740523882,-0.2393653433398947,-0.0472345387121227,-0.26681260114386207,-0.559583351052848,-0.10670359728738545,-0.13872539805868084,-0.5687324369875036,-0.23021625740523882,-0.4955397495102572,-0.1890453706992877,2.976538362691621,2.8118548158678167
234,J,-0.4635179487389619,-0.3674525464250759,-0.38575071829438756,-0.1524490269606646,-0.1661726558626482,-0.2988344019151574,-0.21191808553592734,-0.20276899960127145,-0.3125580308171411,-0.033510909810139086,-0.23021625740523882,-0.17074719882997622,-0.1753217417973041,-0.1524490269606646,-0.1432999410260087,-0.10670359728738545,-0.10212905432005757,-0.060958167614106454,-0.13872539805868084,-0.05180908167945071,-0.13415085509135297,-0.21191808553592734,2.779833015096521,2.8621747885084234
235,K,-0.5092633784122409,-0.41319797609835496,-0.42692160500033866,-0.34915437455576437,-0.36287800345774807,-0.21191808553592734,-0.2393653433398947,-0.3079834878498133,-0.1661726558626482,-0.2805362300458458,-0.1661726558626482,-0.1524490269606646,-0.0975545113527297,-0.04265999574479483,-0.2942598589478295,-0.05638362464677858,-0.10212905432005757,-0.05180908167945071,-0.09297996838540183,-0.11127814025471346,-0.8203323001905384,-0.06553271058143433,3.1778182532540487,3.122923737646114
236,L,-0.45894340577163395,-0.3583034604904201,-0.5001142924775851,-0.34000528862110857,-0.2942598589478295,-0.34000528862110857,-0.1204272261893692,-0.550434265118192,-0.23021625740523882,-0.14787448399333658,-0.1432999410260087,-0.13872539805868084,-0.10212905432005757,-0.13415085509135297,-0.019787280908155336,-0.060958167614106454,-0.10670359728738545,-0.39032526126171546,-0.20276899960127145,-0.08383088245074595,-0.10670359728738545,-0.08840542541807382,3.1412219095154255,2.9811129056589487
237,M,-0.5229870073142247,-0.4406452339023224,-0.45894340577163395,-0.317132573784469,-0.2896853159805016,-0.23021625740523882,-0.1524490269606646,-0.23479080037256683,-0.1661726558626482,-0.19819445663394358,-0.25766351520920633,-0.1890453706992877,-0.317132573784469,-0.028936366842811218,-0.13415085509135297,-0.09297996838540183,-0.8477795579945058,-0.1524490269606646,-0.019787280908155336,-0.08840542541807382,-0.3537289175230922,-0.019787280908155336,3.2784581985352625,3.9371923858304805
238,N,-0.3994743471963713,-0.43607069093499445,-0.38117617532705966,-0.23021625740523882,-0.24393988630722258,-0.2485144292745505,-0.24393988630722258,-0.1661726558626482,-0.26681260114386207,-0.07010725354876234,-0.38117617532705966,-0.12957631212402496,-0.1432999410260087,-0.12500176915669708,-0.23021625740523882,-0.2164926285032552,-0.15702356992799246,-0.0975545113527297,-0.41777251906568286,-0.22106717147058308,-0.25766351520920633,-0.14787448399333658,3.4705890031630346,3.3150545422738857
239,O,-0.5184124643468967,-0.39489980422904336,-0.41777251906568286,-0.3583034604904201,-0.6510742103994059,-0.5321360932488804,-0.3217071167517969,-0.3674525464250759,-0.21191808553592734,-0.3217071167517969,-0.3766016323597317,-0.3445798315884364,-0.2485144292745505,-0.28511077301317367,-0.3125580308171411,-0.1753217417973041,-0.13872539805868084,-0.3583034604904201,-0.1753217417973041,-0.22106717147058308,0.10372537920969803,-0.17989628476463196,3.5620798625095924,4.056130502981006
240,P,-0.6327760385300942,-0.5458597221508642,-0.48181612060827356,-0.41777251906568286,-0.38117617532705966,-0.38575071829438756,-0.2805362300458458,-0.3354307456537806,-0.38117617532705966,-0.2988344019151574,-0.40862343313102706,-0.2530889722418784,-0.3308562026864527,-0.2530889722418784,-0.3354307456537806,-0.36287800345774807,-0.317132573784469,-0.36287800345774807,-0.3674525464250759,-0.3034089448824853,-0.38117617532705966,-0.3217071167517969,3.6993161515294295,4.1201741045235964
241,,,,,,,,,,,,,,,,,,,,,,,,,
242,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
243,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
244,10,1,H2060244,14.01,17.62,17.72,40.9,41.2,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:47,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,
246,Background information,,,,,,,,,,,,,,,,,,,,,,,,
247,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
248,10,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,
250,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
251,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
252,A,-0.736064811669973,-0.76511850830165,-0.6924842667224573,-0.590796328511588,-0.4891083903007185,-0.5472157835640725,-0.6101654595993726,-0.6150077423713188,-0.5375312180201802,-0.6004808940554803,-0.45037012812514926,-0.5569003491079648,-0.45521241089709535,-0.43100099703736455,-0.49879295584461086,-0.45521241089709535,-0.4891083903007185,-0.45521241089709535,-0.590796328511588,-0.6150077423713188,-0.4939506730726647,-0.4891083903007185,2.8326975912543504,3.0070197710444124
253,B,-0.6392191562310496,-0.6537460045468881,-0.532688935248234,-0.6004808940554803,-0.561742631879911,-0.5811117629676957,-0.9345984053197657,-0.4939506730726647,-0.45037012812514926,-0.43100099703736455,-0.45037012812514926,-0.9491252536356042,-0.3147862105106567,-0.45521241089709535,-0.47458154198488006,-0.8764910120564117,-0.3389976243703874,-0.736064811669973,-0.40678958317763375,-0.7457493772138652,-0.37773588654595674,-0.30994392773871043,2.7842747635348886,2.856909005114081
254,C,-0.5665849146518572,-0.6537460045468881,-0.7602762255297038,-0.49879295584461086,-0.7457493772138652,-0.30994392773871043,-0.648903721774942,-0.6053231768274265,-0.3486821899142798,-0.3147862105106567,-0.21794055507173335,-0.3583667554581721,-0.3438399071423336,-0.2712056655631412,-0.3632090382301183,-0.7554339427577575,-0.45037012812514926,-0.39710501763374145,-0.45037012812514926,-0.44068556258125685,-0.3051016449667643,-0.2857325138789797,2.498580079990065,2.8326975912543504
255,D,-0.5278466524762878,-0.5762694801957495,-0.5520580663360187,-0.45037012812514926,-0.2566788172473027,-0.5133198041604493,-0.43584327980931076,-0.29541707942287193,-0.40194730040568755,-0.23730968615951795,-0.3002593621948182,-0.41163186594957996,-0.39226273486179525,-0.40678958317763375,-0.3147862105106567,-0.09688348577307927,-0.7118533978102422,-0.6295345906871573,-0.3874204520898491,-0.3438399071423336,-0.45521241089709535,-0.20825598952784097,3.2442916268697743,2.9247009639213273
